Price,Area
14000000,650
13500000,800
14000000,850
7700000,750
10000000,590
9000000,600
22500000,610
14500000,1300
6800000,950
7000000,900
4500000,1135
3000000,738
3000000,830
4300000,830
14000000,657
3700000,1020
15500000,750
20000000,850
5500000,1500
8000000,650
24000000,800
19500000,2400
8000000,1600
7500000,350
8600000,950
14000000,1060
3425000,960
2500000,845
4300000,600
22500000,810
9620000,1100
9100000,1090
10800000,1082
2000000,1050
5000000,390
11000000,685
8420000,1096
4100000,960
16000000,640
10800000,810
60000000,928
9500000,2365
8400000,1050
88699999,1002
2200000,2500
4517000,589
18800000,500
15500000,772
16200000,1300
19000000,1100
11500000,1291
2210000,1000
6000000,580
2684000,650
9200000,650
8000000,945
24000000,800
12900000,2400
4300000,1125
14000000,657
3700000,1020
15500000,750
11500000,850
6000000,1000
2684000,650
9520000,650
9200000,1140
12900000,945
10000000,1125
12000000,1300
9620000,1340
2669000,1160
2779000,639
11200000,675
6299000,1060
4200000,759
5500000,685
9900000,1397
40000000,1020
16500000,893
14900000,1000
75100000,1050
11900000,2100
26800000,1461
27000000,1502
2600000,1502
5850000,375
30000000,625
2378000,2110
2283000,575
2435000,550
16299999,590
11100000,1145
5577000,1160
7800000,715
3329999,785
70000000,820
49500000,2500
17500000,1092
2585000,3200
2574000,618
2551000,615
16800000,609
5500000,1100
4095000,620
27000000,710
9000000,2200
14000000,925
8500000,1500
4600000,901
2500000,675
23500000,550
7500000,1090
5300000,600
7500000,695
7300000,970
2599000,970
2500000,600
8500000,560
2500000,901
2582000,550
8500000,670
24000000,810
6200000,955
9000000,550
6320000,924
8800000,384
26400000,1083
25000000,837
15200000,1100
5400000,513
5850000,720
3120000,520
8359999,530
9230000,930
2100000,1230
4500000,589
4200000,650
6450000,600
5760000,610
2174000,590
2156000,570
14900000,565
15200000,1489
9700000,1490
23500000,1100
42000000,1090
7500000,1820
13500000,600
30000000,985
25000000,2000
43500000,2000
7000000,2200
110000000,890
8500000,1843
6500000,1050
8000000,580
7600000,1000
23000000,920
2460000,1650
4300000,510
4600000,635
6000000,680
7548000,950
6600000,950
26900000,975
13100000,1545
6787000,1100
5000000,850
6500000,625
18800000,720
8000000,1100
8700000,955
4500000,1075
3599000,690
2700000,620
2700000,680
12000000,650
17500000,1550
7798999,1100
4400000,700
27000000,685
13000000,1400
19500000,1350
19200000,1100
26800000,1278
22400000,1787
9100000,1496
20000000,1168
20000000,1000
17500000,1200
12000000,910
10000000,1560
16500000,1156
20000000,1660
21100000,1450
30900000,1050
16000000,2066
10000000,1650
16500000,1156
20000000,1660
21100000,1450
30900000,1050
16000000,2066
18500000,1650
10700000,965
19000000,1100
6022000,1140
9000000,730
11500000,1050
5000000,1220
9500000,700
10000000,1150
14000000,750
8500000,1170
9570000,700
14100000,1160
33500000,1650
14400000,2000
2250000,860
9199000,590
6448999,600
14000000,910
9500000,1100
9800000,700
25500000,610
26000000,1900
18000000,1500
4300000,700
14000000,700
14500000,1050
36100000,1100
55599999,2065
9499000,3181
16900000,499
6000000,904
2249000,950
6700000,510
4300000,925
14000000,700
14500000,1050
36100000,1100
55599999,2065
9499000,3181
16900000,499
6000000,904
2249000,950
6700000,510
16500000,925
15900000,1100
11900000,826
22200000,538
20900000,742
19900000,697
19800000,664
19800000,663
28800000,661
30500000,963
11200000,1017
37400000,1150
8500000,3400
6500000,1050
7000000,580
7600000,890
45199999,920
4000000,1850
4000000,665
13500000,665
4300000,850
4600000,635
25400000,680
94900000,1900
52400000,2255
19400000,1182
12100000,1150
3424000,1215
3424000,845
33400000,845
2582000,2950
17400000,670
10500000,885
22500000,645
11399999,1800
15900000,650
2250000,1090
2300000,590
20000000,575
22500000,1164
40000000,1500
18900000,1820
10200000,1435
28700000,720
11500000,1600
22500000,650
9100000,1650
8000000,1168
19500000,935
9000000,1120
8500000,560
17900000,560
8500000,1250
8000000,570
5300000,495
18000000,500
8500000,980
7050000,1150
3900000,890
3800000,625
3800000,685
11200000,685
2360000,1130
5500000,546
2320000,695
3900000,570
8000000,695
2600000,1140
4500000,650
8000000,700
9900000,1095
4000000,1495
6000000,960
8600000,945
2500000,865
2000000,421
4500000,640
3800000,585
4500000,595
3500000,890
5200000,550
5200000,880
2640000,695
4000000,560
6500000,665
8600000,600
63900000,900
51900000,2780
47600000,2260
14500000,2070
9600000,696
9400000,503
9200000,495
9700000,473
14600000,506
10200000,698
5099000,786
7298999,384
46000000,538
8999000,1040
9000000,950
9250000,950
8500000,1232
8300000,1385
8300000,1120
8300000,1120
8300000,1120
8300000,1120
8300000,1120
8300000,1120
8300000,1120
34000000,1120
22300000,1864
10600000,1450
23200000,1160
23200000,1264
23200000,1264
23200000,1264
23200000,1264
23200000,1264
2350000,1264
21500000,390
2500000,1450
4000000,390
4000000,665
7500000,665
9600000,500
9100000,650
20000000,650
9000000,980
7500000,580
8500000,550
12100000,550
9800000,1240
13500000,659
9199000,1375
6400000,1065
2350000,670
23500000,390
22000000,1250
19200000,1125
27500000,1231
8100000,1650
9100000,500
7600000,1110
7450000,956
7600000,956
7100000,956
5100000,890
5100000,760
9000000,760
4600000,1200
13500000,695
9500000,500
6000000,1050
9300000,675
13500000,1240
3299000,1680
3799000,950
4100000,850
14000000,670
9000000,800
8900000,650
4602000,1065
6600000,550
7500000,750
5850000,750
5500000,500
5500000,500
6400000,480
13000000,550
15500000,713
14000000,828
15800000,811
22000000,848
13000000,1234
10000000,698
4700000,1050
10000000,700
4000000,750
6500000,660
32500000,508
32500000,1130
30000000,1130
60000000,980
60000000,1491
43000000,1491
43000000,1367
62500000,1367
62500000,1890
15000000,1890
4000000,1290
2500000,680
72500000,555
2300000,3700
2600000,578
32500000,585
5800000,840
2400000,1050
80000000,550
47500000,2660
33500000,1509
10000000,1073
6500000,1150
5700000,650
5600000,1050
4800000,850
3200000,800
3200000,580
3200000,577
3200000,577
3800000,600
3400000,650
5200000,650
5675000,1000
5650000,982
3200000,1000
27500000,577
4200000,960
12000000,520
9000000,1000
8600000,900
8200000,1065
6650000,1065
9500000,750
6650000,1065
5000000,750
56000000,528
28000000,1960
27900000,980
14800000,1865
19900000,1055
15900000,1421
9500000,1200
45000000,925
3950000,1505
3500000,850
4907000,770
8400000,755
6800000,1150
8000000,1098
27500000,1098
35000000,1350
12000000,1400
7250000,950
10000000,1300
10000000,320
6700000,320
13899999,675
28100000,538
26500000,1115
17500000,1052
23400000,694
16500000,929
19000000,656
16500000,753
19000000,653
16399999,752
17100000,652
23800000,678
23800000,944
13899999,943
17100000,580
14100000,677
18900000,611
16399999,749
6800000,649
6800000,665
13000000,665
30000000,1730
59600000,2000
45700000,3975
23700000,3050
26200000,1585
22100000,1750
30900000,1475
4900000,2065
2100000,580
2075000,671
2000000,661
7600000,630
9000000,1075
5600000,1180
5600000,670
10100000,670
4200000,1379
4500000,675
5000000,650
5000000,735
6800000,735
6500000,1080
8200000,1050
7600000,1130
8495000,1100
4823000,1307
11500000,742
7618000,1771
6454000,1172
17000000,993
4000000,2621
11299999,490
4300000,1750
15700000,530
15200000,2420
8287000,2351
7930000,1275
4907000,1220
13000000,755
16200000,2010
11200000,2495
2990000,1726
2250000,299
4823000,252
11500000,742
6454000,1771
3185000,993
11299999,490
3445000,1750
8287000,530
7930000,1275
13000000,1220
16200000,2010
11200000,2495
11100000,1726
15500000,1050
19200000,1365
16000000,1202
29000000,1140
19800000,2065
16000000,1400
14500000,1550
12000000,1145
12500000,925
13000000,1145
8900000,1050
21000000,640
9000000,1665
16500000,695
11000000,1100
9800000,905
11500000,1250
3800000,1240
5500000,650
3000000,1050
8000000,500
6400000,1300
15500000,1150
15500000,1200
9000000,1205
20500000,702
2600000,1251
3565999,510
4267000,703
4427000,841
3872000,873
3125000,762
2725000,615
3811999,535
4052000,750
2950000,798
2575000,580
6800000,505
8900000,693
11299999,972
9200000,1389
9700000,981
7500000,1098
7000000,600
11000000,410
10200000,644
7300000,644
7500000,450
6694000,600
6663000,400
13400000,398
9774000,783
13200000,571
9226000,773
11900000,580
8499000,698
15400000,508
2600000,901
14200000,630
7800000,1050
2300000,575
24000000,500
11500000,3050
14500000,1330
5000000,1450
54000000,520
41900000,2095
46300000,1627
8990000,1797
5990000,750
7700000,480
7600000,500
7600000,650
7731000,650
7300000,1137
7700000,500
9500000,500
8000000,750
18500000,500
12500000,1100
4500000,1500
8198999,600
7600000,1050
6500000,950
8500000,650
8198999,950
5499000,1050
6200000,650
6000000,695
5999000,650
12400000,720
6500000,1365
9599000,1050
6100000,1098
8700000,700
7498999,1060
5999000,1010
15000000,850
6000000,1600
4850000,1050
9300000,700
7600000,750
8900000,500
6300000,1480
4300000,1131
5400000,864
10700000,955
11000000,528
11000000,532
11200000,534
10600000,542
10400000,510
10400000,504
11200000,503
10900000,541
6575000,526
10500000,369
13200000,505
7815000,885
8053000,575
7652000,700
8030000,500
7500000,698
10100000,538
5300000,739
5900000,381
7745999,424
7650000,629
6738000,621
5229000,547
3300000,769
3300000,693
4950000,693
25000000,650
4500000,675
14400000,650
10900000,1086
2400000,727
8500000,570
5690000,611
8413000,769
15000000,1137
10000000,1650
5000000,1055
8500000,705
12500000,1055
12700000,1240
2600000,1190
12800000,575
21000000,687
13799999,1153
13000000,746
15500000,713
14000000,828
15800000,811
22000000,848
13000000,1234
16299999,698
9700000,1705
16900000,1140
3000000,723
7200000,835
13400000,1500
11800000,2582
8000000,2857
2515000,1928
6666000,602
4200000,1602
4500000,1380
2400000,910
3350000,930
2500000,1160
3500000,930
4200000,610
2900000,1120
2150000,1160
3100000,820
6500000,832
9500000,650
6600000,780
7800000,640
7800000,660
5900000,660
5900000,666
7500000,666
7000000,1050
7000000,700
7000000,680
40000000,680
2600000,3500
3100000,500
3977000,540
2795000,925
2795000,650
3977000,650
3977000,925
3977000,925
7500000,925
4000000,1100
5500000,650
5000000,675
5000000,650
5000000,650
7350000,650
4200000,1160
3600000,600
2250000,600
3200000,432
4390000,600
2950000,606
2750000,428
2684000,394
2882000,385
4000000,415
2400000,550
2600000,485
4200000,590
2150000,860
2950000,415
3400000,605
3200000,610
2600000,610
2700000,590
2700000,590
2700000,595
2700000,610
5300000,585
2650000,860
2900000,585
2485000,590
2850000,585
3000000,585
32500000,385
3100000,840
2600000,365
2600000,500
10500000,500
19500000,660
45000000,1150
10500000,2100
2800000,700
32500000,795
2600000,1085
5200000,505
4800000,950
3900000,970
2500000,773
4600000,650
2900000,910
3800000,595
4000000,635
3900000,675
4750000,773
5000000,950
3400000,1050
2900000,680
5000000,580
3150000,945
3600000,650
2900000,615
2500000,585
3000000,535
3700000,620
3200000,710
4150000,655
3600000,950
6500000,750
5100000,925
4800000,945
5200000,945
3500000,950
2900000,695
4750000,580
5000000,950
3400000,1050
4900000,680
5200000,980
4600000,980
2500000,846
4600000,650
2900000,910
3800000,595
4000000,635
3100000,675
6300000,585
13000000,730
9000000,1586
4000000,1250
4000000,635
4500000,600
14000000,665
4000000,1245
4000000,650
4000000,650
7000000,650
8000000,920
5000000,920
8500000,650
6998999,920
7000000,650
5500000,650
3500000,650
4000000,620
4000000,650
4800000,650
4800000,670
17000000,675
58000000,580
8500000,1735
5600000,1050
6299000,670
8381999,421
6186000,584
6164000,401
8527000,399
5000000,597
12500000,225
12000000,1100
9000000,1200
5800000,1060
2331000,650
4000000,740
3500000,1380
3000000,1200
3317000,1160
4300000,990
2500000,774
2350000,930
2350000,820
2100000,820
16700000,780
8588000,2200
3800000,1130
4200000,650
4100000,650
4500000,650
4500000,650
4500000,650
3700000,665
3350000,650
2178000,650
2178000,605
3877000,605
3100000,1077
7500000,420
3400000,1100
4500000,650
4500000,650
4500000,650
2700000,650
5500000,420
11000000,585
12000000,1250
12000000,1450
9000000,1450
9500000,1050
14000000,1100
9500000,1653
6000000,1050
5000000,650
7500000,680
8000000,1050
3499000,1100
5300000,420
5200000,650
3536000,650
4000000,1105
4000000,650
3300000,650
4200000,630
4200000,650
3700000,650
4500000,650
6000000,650
6000000,650
5400000,650
4500000,650
4361000,650
4459000,890
3258000,910
4067000,665
3087000,830
12100000,630
3800000,1600
3650000,650
4500000,830
8399000,715
8975000,430
8599000,460
9618000,440
7600000,493
7600000,1000
7600000,1020
2600000,1050
5690000,610
5690000,769
8413000,769
8413000,1137
5200000,1137
6500000,500
6500000,620
8000000,620
6500000,720
5500000,660
5700000,680
5900000,657
7000000,610
9200000,710
5500000,1000
6000000,620
5000000,700
6200000,647
14500000,675
4700000,1250
6000000,478
4000000,680
3250000,425
9800000,846
7950000,999
13000000,600
2300000,910
4500000,820
6100000,850
9000000,650
8400000,1150
5700000,1010
5700000,670
9600000,670
6000000,900
11000000,1000
12000000,1100
9500000,1400
4900000,1000
9000000,690
8500000,1100
11500000,1123
7500000,1142
2400000,675
2300000,930
2100000,820
8500000,780
6000000,1050
6700000,750
6700000,890
3200000,890
3920000,785
8016000,1120
6242000,809
4043000,630
4498000,408
8294000,454
3500000,834
3300000,600
3500000,585
3400000,585
2600000,585
27200000,500
20700000,1088
3600000,905
2300000,1200
2600000,740
2600000,930
2900000,840
4700000,1160
4700000,656
6500000,656
7800000,650
2000000,1050
2500000,731
10000000,640
3900000,1100
5400000,670
2640000,761
2640000,324
3900000,324
2500000,999
2139000,675
2600000,620
2050000,324
60000000,513
4500000,1500
12800000,500
21000000,687
13799999,1153
13000000,746
15500000,713
14000000,828
15800000,811
22000000,848
13000000,1234
7700000,698
4950000,950
7400000,900
13500000,980
9000000,1538
9000000,1120
8500000,1120
8500000,1000
11000000,1000
11500000,1350
4500000,1450
6800000,664
8000000,1000
5100000,1055
5100000,690
6694000,690
6663000,400
13400000,398
9774000,783
13200000,571
9226000,773
11900000,580
8499000,698
15400000,508
5700000,901
6000000,761
4300000,761
4500000,560
4250000,560
4400000,560
4400000,560
4250000,560
4500000,560
4300000,561
4500000,560
4280000,561
4300000,560
4400000,564
4300000,560
2750000,560
2800000,324
2850000,324
2780000,324
2875000,324
2850000,324
2875000,324
2600000,324
2800000,324
2800000,324
3100000,324
3000000,324
2900000,384
5900000,324
7500000,950
6300000,1200
6220000,748
8000000,349
9900000,534
6320000,786
7020000,384
9370000,426
6450000,583
9550000,455
17000000,633
8200000,1098
7400000,539
6320000,505
9550000,365
8200000,693
9990000,538
11500000,981
9650000,1386
8994000,645
8822000,630
11399999,617
7000000,789
4100000,1030
27200000,555
20700000,1088
2750000,905
2600000,324
2600000,324
2940000,324
2600000,324
5500000,324
4500000,800
9800000,705
24000000,900
29000000,780
28000000,900
9500000,950
4500000,812
4500000,550
11800000,450
9600000,850
8800000,850
33000000,848
25000000,944
24800000,713
21400000,708
13500000,1090
2600000,967
3000000,560
5800000,545
10000000,472
10000000,1200
16000000,1200
4785000,1600
3663000,870
5555000,666
2500000,1010
2500000,500
2500000,500
3500000,500
3900000,585
12800000,750
21000000,687
13799999,1153
13000000,746
15500000,713
14000000,828
15800000,811
22000000,848
13000000,1234
16600000,698
16600000,685
28000000,706
18100000,1091
12600000,762
14500000,519
17600000,649
14000000,783
12600000,623
12900000,561
16800000,576
16399999,751
19400000,731
12300000,863
10000000,547
15700000,447
12500000,699
13500000,557
17500000,527
2500000,781
2799000,580
2650000,570
2800000,590
6200000,690
2500000,1350
2100000,500
2350000,580
3400000,550
2100000,985
4700000,325
3500000,670
3600000,216
3500000,550
3600000,216
5199000,550
3750000,880
5500000,620
5700000,750
2950000,950
4700000,550
5600000,800
3750000,950
2800000,516
3800000,840
2600000,740
2600000,610
2400000,585
2600000,714
5700000,935
8399000,1050
8975000,430
8599000,460
9618000,440
2700000,493
2500000,575
2500000,560
2300000,560
2500000,590
2550000,620
2800000,590
3800000,610
2600000,900
2900000,580
2400000,590
2650000,450
3900000,630
6100000,830
2700000,1350
2781000,560
3300000,690
2550000,910
2400000,585
2950000,535
2350000,580
3800000,590
2350000,800
2550000,610
5097000,560
3900000,1057
2800000,1015
2200000,600
2600000,620
3900000,580
2400000,830
6100000,450
2900000,1350
2350000,590
21500000,565
30000000,1100
10000000,1786
4400000,1210
5800000,750
22200000,405
19900000,926
22200000,934
22200000,960
26700000,810
11000000,1127
7890000,729
7909999,534
7900000,553
11299999,564
5500000,744
4500000,393
11299999,356
7500000,728
6800000,553
22200000,565
14500000,890
7900000,960
36000000,565
3258000,1656
4067000,665
49000000,830
47900000,1177
36100000,1043
60500000,823
37400000,1404
107600000,940
65500000,2605
36800000,1543
79900000,825
3250000,1836
3550000,585
16500000,585
7700000,1600
12400000,984
7700000,1335
3872999,737
4794000,412
12400000,510
7700000,1335
3872999,737
4794000,412
12400000,510
7700000,1335
3872999,737
4794000,412
3797999,510
4361000,387
4459000,890
3087000,910
4100000,630
10000000,615
2000000,1100
13000000,450
6800000,940
3600000,966
7700000,607
5250000,605
4700000,950
4700000,650
20500000,675
7800000,675
7800000,1088
8000000,905
3300000,450
4554000,450
7500000,1300
11800000,450
8200000,550
13500000,962
8700000,750
72300000,550
20000000,1013
7500000,600
7500000,4240
2130000,2240
3800000,875
3800000,975
11500000,560
12100000,700
11000000,700
17700000,641
13000000,676
12100000,616
15800000,984
44000000,725
36100000,676
22000000,880
32599999,2580
23300000,2120
29000000,1290
32700000,1306
32599999,1118
19100000,1160
22100000,1309
18200000,1306
20000000,797
17500000,885
31300000,759
38800000,835
30400000,729
35200000,1740
26500000,2160
20900000,1690
20700000,1960
19500000,1475
18500000,1165
18500000,742
18500000,697
28300000,664
29800000,663
24100000,661
20099999,963
19100000,1017
20200000,821
20200000,720
23800000,685
2500000,725
2500000,723
3150000,781
5500000,525
8500000,525
6050000,650
10000000,705
8000000,1060
7500000,750
12700000,1102
54200000,1020
55400000,1060
55700000,1385
60700000,1174
73700000,1179
79200000,1181
62100000,1234
42600000,1357
44300000,1648
85600000,1305
59700000,894
54500000,932
65500000,1705
62800000,1105
68100000,1142
59500000,1344
78800000,1335
5600000,1418
2650000,1210
12700000,1478
25000000,765
4000000,324
3900000,1385
4800000,900
4150000,910
4200000,825
3711999,1075
4000000,910
3728000,910
4100000,910
4000000,910
4100000,910
4100000,910
3900000,910
3900000,910
4100000,910
4200000,825
4100000,825
4000000,910
4200000,910
4100000,910
4000000,910
4000000,910
68000000,910
6300000,910
9000000,910
6500000,1500
8000000,750
18500000,600
19000000,750
18000000,600
14500000,1400
8500000,1500
24600000,1215
25800000,1215
24800000,506
4300000,1072
4300000,1126
6000000,1080
5150000,850
7600000,850
11000000,900
12500000,685
5300000,1050
3100000,1390
3000000,1390
10300000,520
10000000,630
14800000,560
8668000,470
8580000,396
11800000,459
4600000,674
27500000,394
27500000,390
14500000,684
17600000,975
14000000,2200
12600000,2200
12900000,649
16800000,783
16399999,623
19400000,561
12300000,576
10000000,751
15700000,731
12500000,863
4500000,547
4500000,447
5500000,699
3500000,557
3500000,800
13500000,800
11000000,1000
20000000,685
15500000,650
16500000,1072
17500000,686
22000000,1250
13000000,1023
23200000,1115
11500000,1122
13500000,1266
9200000,960
9200000,1660
9500000,760
11000000,850
9500000,696
7500000,594
7200000,709
3500000,800
3450000,742
3550000,552
3200000,490
4800000,607
29900000,625
37000000,607
12200000,600
12000000,800
29500000,1399
8500000,2419
8500000,855
3250000,1021
5500000,1818
3300000,1045
5350000,1045
3500000,600
3400000,1050
3500000,975
5250000,660
35000000,850
39500000,670
30400000,670
80000000,700
58500000,1050
115000000,1150
2100000,1800
2400000,1100
4425000,1980
4489000,1700
6998999,3000
3125000,585
3151000,585
8733000,418
6898999,454
2910000,764
3925000,338
5000000,372
5000000,1335
3000000,737
3600000,412
2600000,510
2300000,300
2600000,960
2450000,540
2450000,800
47500000,620
3250000,585
4000000,620
6000000,620
6000000,545
8500000,1632
3250000,600
21000000,565
30500000,900
18000000,900
4207000,1050
3622000,635
3779999,1250
3735000,1250
4072000,1200
3757000,935
3892000,805
3420000,840
2677000,830
2835000,905
3690000,835
2970000,865
4275000,760
2520000,595
4004999,630
3397000,820
4095000,660
3999000,950
2767000,560
4045000,890
3645000,755
4117000,910
2999000,890
4410000,615
3899000,910
3960000,810
2950000,915
3829999,665
3799000,980
2850000,830
3100000,880
4907000,630
2600000,627
2288000,830
2500000,690
3300000,605
3110000,755
3110000,620
3243000,572
6600000,560
5300000,650
54100000,715
26000000,715
2950000,506
2910000,750
3200000,615
7900000,2200
5150000,1760
27599999,630
16600000,640
24600000,585
15900000,925
7500000,645
5040000,1318
17500000,838
16600000,1167
10800000,798
16100000,500
11500000,300
8495000,1200
4823000,1275
11500000,858
7618000,1222
6454000,894
17000000,1307
3185000,742
11299999,1771
3445000,1172
15700000,993
15200000,2621
8287000,490
7930000,1750
13000000,530
16200000,2420
11200000,2351
9000000,1275
5900000,1220
8500000,2010
6500000,2495
4700000,1726
2390000,1100
15500000,600
5583000,840
11500000,670
12100000,310
11000000,620
17700000,1250
13000000,705
12100000,641
15800000,676
37600000,616
55400000,984
10500000,725
10700000,676
7500000,880
4850000,1630
3500000,2250
3200000,675
3200000,693
5100000,1250
4000000,970
6500000,730
3300000,600
3300000,600
3300000,990
41100000,765
20000000,1300
13200000,600
9300000,620
16800000,620
21500000,1737
13200000,1000
9300000,1525
16800000,1060
26000000,800
22000000,881
36000000,1525
33000000,1060
28500000,800
22799999,1350
21000000,1150
18500000,1786
22500000,1400
3800000,1700
32900000,1050
26000000,1050
8100000,1150
36000000,994
5690000,657
32000000,1250
22000000,1250
13000000,560
14500000,1850
32500000,905
25500000,1113
21400000,742
21800000,426
21700000,451
33100000,1124
21800000,878
25400000,678
25600000,716
37800000,651
35100000,928
32100000,642
26500000,735
54200000,788
34600000,1094
33400000,1020
22200000,928
27300000,772
27900000,1613
36900000,1023
12900000,997
30000000,645
59600000,733
45700000,744
23700000,970
26200000,1235
22100000,2000
30900000,3975
27900000,3050
8950000,1585
16500000,1750
17500000,1475
4799000,2065
6000000,1865
16000000,650
15000000,950
4900000,1100
17500000,625
19000000,905
18500000,902
21000000,850
16800000,350
40000000,1335
4900000,1290
9000000,970
47500000,1135
9300000,1135
7500000,1850
7500000,350
7500000,520
2000000,2400
16000000,1060
15000000,1050
13000000,1350
6300000,1350
7400000,365
42000000,902
7500000,850
16700000,1150
6800000,550
17500000,650
4500000,1850
9200000,1050
9600000,1150
9600000,800
5000000,1335
18800000,565
8500000,940
29900000,580
18900000,580
9000000,750
8000000,1299
11000000,880
18000000,1500
31900000,1299
22000000,560
15000000,990
15500000,1341
16000000,1565
19000000,2050
20000000,885
21500000,630
12000000,915
3200000,1150
16000000,770
25000000,1070
25200000,1198
25000000,600
25600000,365
22500000,1150
22500000,1750
8000000,1750
7600000,1750
2400000,1750
8900000,1655
14500000,1655
22500000,990
22500000,960
8000000,540
7600000,635
22500000,580
27500000,935
22500000,1655
19500000,990
15000000,960
15600000,1250
16500000,1196
8400000,1196
15500000,855
7400000,1000
28500000,732
27500000,756
24000000,515
13000000,900
9400000,932
15000000,940
13600000,1045
9200000,1444
9600000,600
9600000,680
5000000,870
11000000,1050
16500000,940
9400000,580
16299999,580
7500000,750
7500000,1341
15000000,756
13600000,680
24000000,1090
28500000,460
31500000,460
2600000,870
20000000,1050
18100000,1350
18100000,1050
18500000,1750
26500000,690
10000000,950
18500000,1100
19100000,1100
12500000,1100
14500000,1060
17500000,602
18500000,1150
20000000,1050
29000000,600
9800000,900
14200000,1065
18500000,1100
6500000,1250
22000000,1150
8900000,555
14500000,1100
22500000,1155
22500000,645
14500000,1655
27500000,635
22500000,580
19500000,935
15000000,935
15600000,995
2000000,1196
34500000,1196
34000000,855
14000000,1000
8500000,732
8500000,575
9300000,2465
13700000,2365
9000000,1000
13500000,550
18100000,550
18500000,1010
18400000,775
18000000,570
18200000,820
10500000,1100
20000000,1100
13500000,1100
19500000,1100
28000000,1100
26000000,585
2850000,1120
17500000,650
23500000,855
9500000,2000
20000000,1600
20000000,540
26000000,1000
22000000,1300
9500000,650
17000000,1070
28500000,1000
21000000,980
14000000,985
27500000,600
26500000,1000
10000000,1150
18500000,1198
19100000,1100
12500000,916
14500000,1060
17500000,602
18500000,1150
20000000,1050
29000000,600
9800000,900
14200000,1065
18500000,1100
6500000,1250
22000000,1150
18000000,555
16700000,1100
6800000,1155
21500000,645
21500000,1655
8000000,1100
8000000,770
18000000,1120
11500000,1350
2000000,1350
25000000,1155
19000000,1155
5300000,1100
30000000,650
21000000,590
32500000,1600
15500000,900
25000000,933
2400000,1120
51500000,950
8000000,1545
11500000,850
9200000,1350
9300000,425
4000000,1170
3700000,850
13500000,1260
5800000,1160
4400000,1060
4100000,690
5600000,990
22000000,750
8800000,540
5700000,490
8800000,530
6500000,540
12000000,1600
7400000,1073
8000000,650
11800000,1235
13500000,1332
21500000,851
20000000,576
19500000,600
11000000,900
19500000,910
11000000,1645
9000000,1250
18000000,1215
9000000,1580
22000000,1215
22500000,1580
16500000,600
7900000,1435
24000000,600
4750000,1640
31500000,1650
9200000,1313
9200000,1491
25000000,1600
15000000,960
4200000,2000
6000000,560
6000000,560
8000000,600
8000000,1400
5990000,695
5990000,1000
3600000,1000
10000000,1140
27500000,1140
26100000,901
14000000,901
12000000,800
10800000,750
8900000,1000
13799999,900
12500000,580
16500000,500
3500000,550
17700000,600
17600000,700
22400000,996
16800000,1358
16800000,650
12100000,771
9601000,769
13000000,978
7929000,734
11500000,733
15800000,676
11000000,1075
16600000,725
16600000,907
28000000,641
18100000,880
12600000,616
3600000,685
4837000,706
6187000,1091
8212000,762
6637000,519
7481000,640
6862000,774
4556000,990
2700000,1314
2700000,1062
18500000,1197
8500000,1098
26000000,729
4000000,450
4000000,450
27000000,1290
10700000,1050
9800000,1775
30000000,640
21000000,640
16000000,1500
55000000,800
7000000,873
17500000,1120
10800000,950
21500000,2000
37800000,2050
2500000,900
4000000,1100
9000000,1180
6300000,1100
7500000,1650
7600000,310
16800000,680
8800000,1412
2900000,550
2850000,580
13200000,960
9000000,800
13100000,1073
3600000,225
18500000,225
8700000,1525
11000000,1412
14000000,1400
25500000,600
2850000,1150
3550000,900
4500000,1341
17300000,700
11100000,1200
2900000,575
7400000,585
7500000,565
25500000,970
70000000,602
18700000,225
10200000,650
4400000,580
5100000,1200
4500000,2400
15500000,980
6300000,1500
4700000,450
5800000,1017
5800000,927
3600000,910
5000000,365
3700000,1017
8000000,1021
7500000,1021
6000000,1200
5800000,1017
23500000,1100
5600000,1300
30000000,1050
8000000,1080
5000000,1080
5000000,1750
8200000,1080
9300000,1550
5400000,995
5400000,700
8800000,700
6700000,1034
26000000,1060
3900000,697
3900000,697
5400000,1073
26000000,850
26000000,1050
6800000,640
11000000,640
19000000,655
7500000,1125
15000000,1125
5500000,800
25000000,550
10000000,1566
4800000,495
4800000,1350
14000000,1080
8500000,1650
22000000,700
24500000,550
24500000,550
3325000,1154
3325000,1045
3325000,1715
3325000,1550
3325000,1550
40000000,665
40000000,665
19500000,665
8500000,665
6800000,665
15000000,2250
32000000,2250
50000000,550
16500000,630
20000000,574
9000000,800
9000000,3205
8000000,2500
14000000,1660
7000000,1250
7000000,492
23500000,492
7000000,1350
7000000,1015
23500000,750
7600000,750
2836000,1444
5500000,750
6800000,750
9200000,1444
33500000,1050
24000000,709
3700000,727
8500000,1050
9000000,1160
51500000,777
6800000,1500
36800000,607
21300000,990
30000000,1250
23000000,1170
9300000,1050
11000000,1600
23200000,1160
42500000,1804
42000000,1440
6600000,1060
38000000,650
12000000,600
23100000,1850
37000000,1850
6000000,700
5800000,1850
7700000,1650
8800000,600
15100000,1650
25800000,550
6300000,800
31000000,950
28000000,1185
17500000,1450
5500000,1420
17500000,570
9000000,667
43000000,1250
15300000,1150
8800000,785
11000000,750
23200000,520
4800000,1950
12000000,850
12000000,1073
20000000,650
27500000,600
2700000,350
8500000,1150
9000000,1150
11800000,1000
9500000,1545
10800000,649
3050000,1115
8200000,1005
